"ENERGY STAR Unique ID","ENERGY STAR Partner","Brand Name","Model Name","Model Number","Additional Model Information","UPC","Product Type","Max Nameplate Output Current (A)","Input Voltage (V)","Maximum Output Power (kW)","Number of Outputs","Maximum Output Cord Length (ft.)","Output Cord Gauge (AWG)","Screen Area, if EVSE has high res display (in2)","Maximum (100%) Measured Luminance of the High Res Display (candelas per m2)","Automatic Brightness Control (ABC) Capable?","Connected Capable","DR Protocol","Connects Using","Protocols Used to Support Smart Charging","Network Security Standards","Is Broadband Internet Connection Needed for Demand Response?","Auxiliary Product Features","Product Features","Network Capability","Network Connection Types Available","No Vehicle Mode Input Power (watts)","No Vehicle Mode Total Allowance (watts)","No Vehicle Mode Power Factor","Partial On Mode Input Power (watts)","Partial On Mode Total Allowance (watts)","Partial On Mode Power Factor","Idle Mode Input Power (watts)","Idle Mode Total Allowance (watts)","Idle Mode Power Factor","Full Current Operation Mode Test: Total Loss (watts)","30 A Operation Mode Test: Total Loss (watts)","15 A Operation Mode Test: Total Loss (watts)","4 A Operation Mode Test: Total Loss (watts)","Dual Input Level 2: No Vehicle Mode Input Power (watts)","Dual Input No Vehicle Mode Total Allowance (watts)","Dual Input Level 2: No Vehicle Mode Power Factor","Dual Input Level 2: Partial On Mode Input Power (watts)","Dual Input Partial On Mode Total Allowance (watts)","Dual Input Level 2:  Partial On Mode Power Factor","Dual Input Level 2:  Idle Mode Input Power (watts)","Dual Input Idle Mode Total Allowance (watts)","Dual Input Level 2:  Idle Mode Power Factor","Dual Input Level 2: Full Current Operation Mode Test: Total Loss (watts)","Dual Input Level 2: 30 A Operation Mode Test: Total Loss (watts)","Dual Input Level 2: 15 A Operation Mode Test: Total Loss (watts)","Dual Input Level 2: 4 A Operation Mode Test: Total Loss (watts)","Date Available on Market","Date Certified","Markets","CB Model Identifier"
"3626774","Lite-On Technology Corporation","LITE-ON Technology Corporation","W1-UC168-0MF1F0","W1-UC168-0MF1F0",,,"Level 2","48","240","11.52","1","24","8/9",,,"No","No",,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet","4.84","5","0.26","4.98","5","0.27","6.74","24.2","0.33","169.77","75.94","34.43","21.71",,,,,,,,,,,,,,"03/15/2023","03/15/2023","United States, Canada","ES_1019645_W1-UC168-0MF1F0 (SC 48A)_082020240748672_4129620"
"4000178","Lite-On Technology Corporation","LITE-ON Technology Corporation","W1-UC168-00M1E0","W1-UC168-00M1E0",,,"Level 2","48","240","11.52","1","24","9",,,"No",,,,,,,"None",,"Yes","Wi-Fi or Gigabit Ethernet","3.01","5","0.18","3.11","5","0.19","5.1","24.2","0.26","151.22","70.13","32.35","20.31",,,,,,,,,,,,,,"03/14/2025","03/14/2025","United States, Canada","ES_1019645_W1-UC168-00M1E0_030420250304759_4568569"
"4611154","Lite-On Technology Corporation","Lite-On","EX-1193-8","EX-1193-8",,,"Level 2","80","240","19.2","1","24","6",,,"No","No",,,,,,"None","None","No","None","1.51","4","0.17","1.41","4","0.17","2.95","36","0.24","243.35","44.11","20.04","12.88",,,,,,,,,,,,,,"05/08/2026","05/08/2026","United States, Canada","ES_1019645_EX-1193-8_04222026071314_1583598"
"4611174","Lite-On Technology Corporation","Lite-On","EX-1193-T","EX-1193-T",,,"Level 2","80","240","19.2","1","24","6",,,"No","No",,,,,,"PLC Board (ISO 15118)",,"Yes","Wi-Fi or Gigabit Ethernet","4.04","6","0.28","4.06","6","0.28","5.19","38","0.31","251.74","49.33","24.9","17.57",,,,,,,,,,,,,,"05/08/2026","05/08/2026","United States, Canada","ES_1019645_EX-1193-T_042220260623444_4141157"
"4653134","Lite-On Technology Corporation","Lite-On","EX-1193-3","EX-1193-3",,,"Level 2","80","240","19.2","1","24","6",,,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet","3.9","6","0.31","4.5","6","0.34","7.2","38","0.4","242.66","47.41","24.77","17.65",,,,,,,,,,,,,,"06/15/2026","06/15/2026","United States, Canada","ES_1019645_EX-1193-3_060920260742461_2656105"
"4667434","Lite-On Technology Corporation","LITE-ON Technology Corporation","W1-UC367-00D200","W1-UC367-00D200",,,"Level 2","48","240","11.52","1","24","9",,,"No","No",,,,,,"None","None","Yes","Wi-Fi or Gigabit Ethernet","2.1","5","0.13","2.14","5","0.14","3.28","24.2","0.2","154.02","68.81","29.59","18.11",,,,,,,,,,,,,,"07/09/2026","07/09/2026","United States, Canada","ES_1019645_W1-UC367-00D200_120320250944610_7476777"
"2494966","Longhorn Intelligent Tech Co., Ltd","Longhorn","ECA-NC4802S-**##","ECA-NC4802S-**##","ECA-NC3202S-**##.; ECA-NC4002S-**##",,"Level 2","48","240","11.52","1","25","8","7.93",,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network),Cellular","4.34","4.41","0.31","4.17","4.41","0.3","6.28","23.61","0.28","9.9","8","5.2","4.8",,,,,,,,,,,,,,"05/19/2023","05/19/2023","United States, Canada","ES_1149087_ECA-NC4802S-**##_05062023104925_4194146"
"3531010","Longhorn Intelligent Tech Co., Ltd","Longhorn","ECA-NH4806S-**##","ECA-NH4806S-**##","ECA-NH3206S-**##.; ECA-NH4006S-**##",,"Level 2","48","240","11.52","1","25","8",,,"No",,,,,,,"Radio Frequency Identification (RFID)",,"Yes","Wi-Fi or Gigabit Ethernet,Cellular","2.83","6.5","0.25","2.63","6.5","0.23","3.28","25.7","0.25","8.23","11.88","12.59","13.1",,,,,,,,,,,,,,"05/23/2024","05/23/2024","United States, Canada","ES_1149087_ECA-NH4806S-**##_01302024150935_9029809"
"3798646","Longhorn Intelligent Tech Co., Ltd","Longhorn","EV Charger","ECA-NC8002S-SG80**##",,,"Level 2","80","240","19.2","1","25","6","8.14","829.18","No","Yes","Open Charge Point Protocol (OCPP)","Wi-Fi","SAE J1772","NIST Cybersecurity Framework","Yes","High Resolution Display,PLC Board (ISO 15118),Radio Frequency Identification (RFID),Revenue Grade Meter","None","Yes","Cellular,Other LAN (Local Area Network),Wi-Fi or Gigabit Ethernet","9.31","9.6","0.25","9.52","9.6","0.25","9.26","41.6","0.25","44","20","22","13",,,,,,,,,,,,,,"11/11/2024","11/11/2024","United States, Canada","ES_1149087_ECA-NC8002S-SG80-**##_11132024103401_5659989"
"3798647","Longhorn Intelligent Tech Co., Ltd","Longhorn","EV Charger","ECA-NC8002S-DG40**##",,,"Level 2","40","240","9.6","2","25","9","8.14","826.47","No","Yes","Open Charge Point Protocol (OCPP)","Wi-Fi","SAE J1772","NIST Cybersecurity Framework","Yes","High Resolution Display,PLC Board (ISO 15118),Radio Frequency Identification (RFID),Revenue Grade Meter","None","Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network),Cellular","5.56","8.55","0.28","5.64","8.55","0.28","5.94","24.55","0.29","14","12","16","13.5",,,,,,,,,,,,,,"11/11/2024","11/11/2024","United States, Canada","ES_1149087_ECA-NC8002S-DG40**##_11132024103635_9091784"
"3798648","Longhorn Intelligent Tech Co., Ltd","Longhorn","EV Charger","ECA-NC8002S-DG80**##",,,"Level 2","80","240","19.2","2","25","6","8.14","812.79","No","Yes","Open Charge Point Protocol (OCPP)","Wi-Fi","SAE J1772","NIST Cybersecurity Framework","Yes","High Resolution Display,PLC Board (ISO 15118),Radio Frequency Identification (RFID),Revenue Grade Meter","None","Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network),Cellular","3.62","8.55","0.21","3.48","8.55","0.21","4.04","24.55","0.05","52.5","15.5","16","11.5",,,,,,,,,,,,,,"11/11/2024","11/11/2024","United States, Canada","ES_1149087_ECA-NC8002S-DG80**##_11132024103951_9030644"
"4514492","Longhorn Intelligent Tech Co., Ltd","Longhorn","ANC-8013S-SG##**100#","ANC-8013S-SG##**100#",,,"Level 2","80","240","19.2","1","25","6","8.15","523.4","No",,,,,,,"High Resolution Display,Radio Frequency Identification (RFID)",,"Yes","Cellular,Other LAN (Local Area Network),Wi-Fi or Gigabit Ethernet","7.37","7.5","0.16","7.36","7.5","0.19","12.66","39.5","0.24","223.22","47.7","25.12","16.66",,,,,,,,,,,,,,"11/11/2025","11/11/2025","United States, Canada","ES_1149087_ANC-8013S-SG##**100#_11062025160845_1462213"
"4514493","Longhorn Intelligent Tech Co., Ltd","Longhorn","ANC-8013S-DG##**10##","ANC-8013S-DG##**10##",,,"Level 2","160","240","38.4","2","25","6","8.15","523.4","No",,,,,,,"High Resolution Display,Radio Frequency Identification (RFID)",,"Yes","Cellular,Other LAN (Local Area Network),Wi-Fi or Gigabit Ethernet","4.17","7","0.18","5.01","7","0.21","6.53","71","0.24","324.49","39.99","21.79","10.29",,,,,,,,,,,,,,"11/11/2025","11/11/2025","United States, Canada","ES_1149087_ANC-8013S-DG##**10##_11062025154150_3254663"
"2359323","Loop Global Inc.","Loop Global Inc","EVS-32A-L2-001","EVS-32A-L2-001","EVS-32A-L2-002",,"Level 2","32","240","7.68","1","25","10",,,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet","3.48","3.6","0.25","3.53","3.6","0.25","6.03","16.4","0.3","82.49","73.92","22.25","6.96",,,,,,,,,,,,,,"05/03/2020","05/03/2020","United States","ES_1144467_EVS-32A-L2-001_05042020161546_8946783"
"2383711","Loop Global Inc.","Loop Global Inc","EVS-80A-L2-001","EVS-80A-L2-001","EVS-80A-L2-002",,"Level 2","80","240","19.2","1","24","6",,,"No","No",,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet","3.53","3.6","0.26","3.52","3.6","0.27","7.98","35.6","0.36","200.02","33.07","13.1","7.12",,,,,,,,,,,,,,"08/25/2021","08/25/2021","United States","ES_1144467_EVS-80A-L2-001_082320211301618_2720381"
"2403877","Loop Global Inc.","Loop Global Inc","EVS-40A-L2-001","EVS-40A-L2-001","EVS-40A-L2-002",,"Level 2","40","240","9.6","1","25","10",,,"No","No",,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet","3.43","3.6","0.26","3.55","3.6","0.27","6.1","19.6","0.34","133.45","76.65","22.54","5.49",,,,,,,,,,,,,,"10/31/2022","10/31/2022","United States, Canada","ES_1144467_EVS-40A-L2-001_102520221802300_5398595"
"4514567","Lynkwell","XLynk","LW102-AC80-G","LW102-AC80-G","LW102-AC80-N",,"Level 2","80","240","19.2","1","18","6",,,"No","No",,,,,,"Radio Frequency Identification (RFID),Revenue Grade Meter",,"Yes","Wi-Fi or Gigabit Ethernet","4.71","7.5","0.26","4.56","7.49","0.25","5.44","39.5","0.29","190.48","32.94","12.6","10.86",,,,,,,,,,,,,,"11/12/2025","11/12/2025","United States, Canada","ES_1150988_LW102-AC80-G_102820252046673_8501917"
"3627046","Maverick Energy Solutions International","MES","MES-AC48A01HW-U-BHSAEW4G","MES-AC48A01HW-U-BHSAEW4G",,,"Level 1/Level 2 Dual Input","16","120","1.92","1","16","8","8.15","244.7","No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet,Cellular","6.33","8.41","0.4","6.95","8.41","0.41","12.47","14.81","0.52","27",,"12","5","7.04","8.41","0.25","7.14","8.41","0.26","11.83","27.61","0.37","-93","-45","-18","17","09/05/2024","09/05/2024","United States, Canada","ES_1145609_MES-AC48A01HW-U-BHSAEW4G_09052024101905_4371454"
"3892452","Maverick Energy Solutions International","MES","EV Charger","MES-EV-LH-DG40",,,"Level 2","40","240","9.6","2","25","9","8.14","826.47","No","Yes","Open Charge Point Protocol (OCPP)","Wi-Fi","SAE J1772","NIST Cybersecurity Framework","Yes","High Resolution Display,PLC Board (ISO 15118),Radio Frequency Identification (RFID),Revenue Grade Meter","None","Yes","Wi-Fi or Gigabit Ethernet","5.56","8.55","0.25","5.64","8.55","0.28","5.94","24.55","0.29","14","12","16","13.5",,,,,,,,,,,,,,"01/06/2025","01/06/2025","United States, Canada","ES_1145609_MES-EV-LH-DG40_01072025124829_1346875"
"3892453","Maverick Energy Solutions International","MES","EV Charger","MES-EV-LH-DG80",,,"Level 2","80","240","19.2","2","25","6","8.14","812.79","No","Yes","Open Charge Point Protocol (OCPP)","Wi-Fi","SAE J1772","NIST Cybersecurity Framework","Yes","High Resolution Display,PLC Board (ISO 15118),Radio Frequency Identification (RFID),Revenue Grade Meter","None","Yes","Wi-Fi or Gigabit Ethernet","3.62","8.55","0.21","3.48","8.55","0.21","4.04","24.55","0.05","52.5","15.5","16","11.5",,,,,,,,,,,,,,"01/06/2025","01/06/2025","United States, Canada","ES_1145609_MES-EV-LH-DG80_01072025125307_6515686"
"3892454","Maverick Energy Solutions International","MES","EV Charger","MES-EV-LH-SG80",,,"Level 2","80","240","19.2","1","25","6","8.14","829.18","No","Yes","Open Charge Point Protocol (OCPP)","Wi-Fi","SAE J1772","NIST Cybersecurity Framework","Yes","High Resolution Display,PLC Board (ISO 15118),Radio Frequency Identification (RFID),Revenue Grade Meter","None","Yes","Wi-Fi or Gigabit Ethernet","9.31","9.6","0.25","9.52","9.6","0.25","9.26","41.6","0.25","44","20","22","13",,,,,,,,,,,,,,"01/06/2025","01/06/2025","United States, Canada","ES_1145609_MES-EV-LH-SG80_01072025125520_6894915"
"3998103","Maverick Energy Solutions International","MES","Electric Vehicle Supply Equipment","MES-EV-TS-5-DG40-WM-US-R, MES-EV-TS-5-DG40-WM-US-RG, MES-EV-TS-5-DG40-WM-US-RP, MES-EV-TS-5-DG40-WM-US-RGP, MES-EV-TS-5-DG80-WM-US-R, MES-EV-TS-5-DG80-WM-US-RG, MES-EV-TS-5-DG80-WM-US-RP, MES-EV-TS-5-DG80-WM-US-RGP,","MES-EV-TS-5L-DG40-WM-US-R, MES-EV-TS-5L-DG40-WM-US-RG, MES-EV-TS-5L-DG40-WM-US-RP, MES-EV-TS-5L-DG40-WM-US-RGP, MES-EV-TS-5L-DG80-WM-US-R, MES-EV-TS-5L-DG80-WM-US-RG, MES-EV-TS-5L-DG80-WM-US-RP, MES-EV-TS-5L-DG80-WM-US-RGP",,"Level 2","80","240","19.2","2","18","10","20.52","220","No","No",,,,,,"High Resolution Display,PLC Board (ISO 15118),Credit Card Reader,Radio Frequency Identification (RFID),Revenue Grade Meter,Speaker",,"Yes","Wi-Fi or Gigabit Ethernet","4.36","16.09","0.35","4.99","16.09","0.36","6.32","48.09","0.36","324.98","70.25","29.2","7.71",,,,,,,,,,,,,,"02/18/2025","02/18/2025","United States","ES_1145609_MES-EV-TS-5-DG40-WM-US-R_02182025100010_1010101"
"4617634","Maverick Energy Solutions International","MES","MES-EV-LH-SG80-01","MES-EV-LH-SG80-01","MES-EV-LH-SG40-01.",,"Level 2","80","240","19.2","1","25","6","8.15","523.4","No",,,,,,,"High Resolution Display,Radio Frequency Identification (RFID)",,"Yes","Cellular,Other LAN (Local Area Network),Wi-Fi or Gigabit Ethernet","7.37","7.5","0.16","7.36","7.5","0.19","12.66","39.5","0.24","223.22","47.7","25.12","16.66",,,,,,,,,,,,,,"11/11/2025","11/11/2025","United States, Canada","ES_1145609_MES-EV-LH-SG80-01,MES-EV-LH-SG40-01._05192026161144_5693933"
"4617654","Maverick Energy Solutions International","MES","MES-EV-LH-DG80-01","MES-EV-LH-DG80-01","MES-EV-LH-DG40-01.; MES-EV-LH-DG48-01",,"Level 2","160","240","38.4","2","25","6","8.15","523.4","No",,,,,,,"High Resolution Display,Radio Frequency Identification (RFID)",,"Yes","Cellular,Other LAN (Local Area Network),Wi-Fi or Gigabit Ethernet","4.17","7","0.18","5.01","7","0.21","6.53","71","0.24","324.49","39.99","21.79","10.29",,,,,,,,,,,,,,"11/11/2025","11/11/2025","United States, Canada","ES_1145609_MES-EV-LH-DG80-01,MES-EV-LH-DG48-01,MES-EV-LH-DG40-01._05192026155345_2626611"
"4498481","Mazda Motor of America, Inc. dba, Mazda North American Operations","MAZDA","KMV6-V7460","KMV6-V7460",,,"Level 2","48","240","11.52","1","26","6",,,"No","No",,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet","2.81","3.6","0.37","2.94","3.6","0.37","5.03","22.8","0.45","136.72","56.29","18.07","5.93",,,,,,,,,,,,,,"09/10/2025","09/10/2025","United States, Canada","ES_1079655_KMV6-V7460_090920252132462_5256971"
"3531097","Micro-Star International Co., Ltd.","MSI","MS-XP01","MS-XP01","MS-XP01 32A,MS-XP01 32A","824142367155","Level 2","60","240","14.4","1","25","6","22.32","146","No",,,,,,,"High Resolution Display,Radio Frequency Identification (RFID)",,"Yes","Wi-Fi or Gigabit Ethernet","8.64","8.8","0.3","8.59","8.8","0.32","7.95","32.8","0.29","15.36","10.38","10.42","10.8",,,,,,,,,,,,,,"05/27/2024","05/27/2024","United States, Canada","ES_1047644_MS-XP01_051420240306670_8099257"
"4518574","Micro-Star International Co., Ltd.","MSI","MS-C802 48A","MS-C802 48A","MS-C802 32A,MS-C802 32A",,"Level 2","48","240","11.52","1","25","10","10.74","9.78","No",,,,,,,"High Resolution Display,Radio Frequency Identification (RFID)",,"Yes","Wi-Fi or Gigabit Ethernet","4.19","7.58","0.18","3.33","7.58","0.15","4.24","26.78","0.18","1.47","4.61","3.38","4.58",,,,,,,,,,,,,,"12/17/2025","12/17/2025","United States, Canada","ES_1047644_MS-C802 48A_101520251042712_6620084"
"4016500","Nanjing Dianrui New Energy Technology Co., Ltd.","Enerouter","CPL2-TU14H*","CPL2-TU14H*",,,"Level 2","40","240","9.6","1","25","9",,,"No",,,,,,,"None",,"Yes","Wi-Fi or Gigabit Ethernet","2.21","5","0.25","2.09","5","0.24","3.06","21","0.26","150.45","92.26","23.57","4.52",,,,,,,,,,,,,,"05/02/2025","05/02/2025","United States, Canada","ES_1150849_CPL2-TU14H*_04282025110438_3607446"
"3554086","Nanjing SP-NICE Technology Development Co., LTD","SP·NICE,","NS240V/32AUS-H01R001","NS240V/32AUS-H01R001","NS240V/32AUS-C01R001; NS240V/32AUS-C01R002; NS240V/32AUS-H01R002; NS240V/40AUS-C01R001; NS240V/40AUS-C01R002; NS240V/40AUS-H01R001; NS240V/40AUS-H01R002; NS240V/48AUS-C01R001; NS240V/48AUS-C01R002.; NS240V/48AUS-H01R001; NS240V/48AUS-H01R002",,"Level 2","48","240","11.52","1","18","8",,,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet","3.56","3.6","0.07","3.5","3.6","0.76","13.65","22.8","0.38","157.7","24.2","20.1","4",,,,,,,,,,,,,,"02/22/2023","02/22/2023","United States, Canada","ES_1150925_NS240V/32AUS-H01R001_07102024114608_1117364"
"3463025","Ningbo EverFlourish Smart Technology Corp., Ltd.","DeWalt","DXPAEV040","DXPAEV040",,,"Level 2","40","240","9.6","1","25","8",,,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet","3.35","5","0.08","3.39","5","0.08","7.59","21","0.17","80.95","48.74","17.87","8.52",,,,,,,,,,,,,,"04/29/2024","04/29/2024","United States, Canada","ES_1149960_DXPAEV040_04282024092117_6566736"
"3463026","Ningbo EverFlourish Smart Technology Corp., Ltd.","DeWalt","DXPAEV048","DXPAEV048",,,"Level 2","48","240","11.52","1","25","8",,,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet","3.34","5","0.08","3.39","5","0.08","7.66","24.2","0.17","116.06","47.68","17.9","8.63",,,,,,,,,,,,,,"04/29/2024","04/29/2024","United States, Canada","ES_1149960_DXPAEV048_04282024092854_7518731"
"4511180","Ningbo EverFlourish Smart Technology Corp., Ltd.","DeWalt","DXPAEV0##CP-***","DXPAEV0##CP-***",,,"Level 2","48","240","11.52","1","20","8",,,"No",,,,,,,"None",,"Yes","Wi-Fi or Gigabit Ethernet","2.68","5","0.21","2.35","5","0.19","4.7","24.2","0.26","107.87","44.96","15.44","5.76",,,,,,,,,,,,,,"10/10/2025","10/10/2025","United States, Canada","ES_1149960_DXPAEV0##CP-***_09092025163004_4787103"
"3627204","Ningbo Goneo New Energy Technology Co., Ltd.","GONEO","D3U-B48B","D3U-B48B",,,"Level 2","48","240","11.52","1","25","8",,,"No",,,,,,,"Radio Frequency Identification (RFID)",,"Yes","Wi-Fi or Gigabit Ethernet","3.02","6.5","0.09","3.07","6.5","0.09","3.25","25.7","0.09","58.11","23.68","9.03","3.69",,,,,,,,,,,,,,"09/11/2024","09/11/2024","United States, Canada","ES_1150417_D3U-B48B_09102024210853_2803308"
"3627205","Ningbo Goneo New Energy Technology Co., Ltd.","GONEO","D3U-B40B","D3U-B40B",,,"Level 2","40","240","9.6","1","25","8",,,"No",,,,,,,"Radio Frequency Identification (RFID)",,"Yes","Wi-Fi or Gigabit Ethernet","3.04","6.5","0.09","3.21","6.5","0.09","3.34","22.5","0.09","40.93","23.66","8.99","3.71",,,,,,,,,,,,,,"09/11/2024","09/11/2024","United States, Canada","ES_1150417_D3U-B40B_09102024204306_6363336"
"3892417","Ningbo Yiwei New Energy Technology Co., LTD","Yiwei","EV-SAE-AC16-P","EV-SAE-AC16-P","EV-SAE-AC32-P; EV-SAE-AC40-P; EV-SAE-AC48-P",,"Level 2","48","240","11.52","1","25","8","8.56","120","No",,,,,,,"High Resolution Display,Radio Frequency Identification (RFID)",,"Yes","Wi-Fi or Gigabit Ethernet","3.45","7.41","0.16","3.3","7.41","0.15","5.85","26.61","0.22","156.76","64.41","21.82","6.29",,,,,,,,,,,,,,"01/06/2025","01/06/2025","United States, Canada","ES_1151529_EV-SAE-AC16-P_12242024161701_7299920"
"3999639","Ningbo Zhenjia Electric Co., LTD","ZHEN JIA","ZJ-EV32A","ZJ-EV32A","ZJ-EV40A",,"Level 2","40","240","9.6","1","25","8",,,"No",,,,,,,,,"No","None","1.6","4","0.25","1.69","4","0.25","2.88","20","0.29","97.18","56.76","17.21","4.13",,,,,,,,,,,,,,"03/11/2025","03/11/2025","United States, Canada","ES_1149963_ZJ-EV32A_03072025162451_7093927"
"4529100","Nlightend Smart Tech.Co.,Ltd","NECS","NECS-ACW-11.5-1-US-####","NECS-ACW-11.5-1-US-####","NECS-ACW-7-1-US-####; NECS-ACW-9.6-1-US-####",,"Level 2","48","240","11.52","1","25","7","10.47","250","No",,,,,,,"High Resolution Display,Radio Frequency Identification (RFID)",,"Yes","Wi-Fi or Gigabit Ethernet,Cellular","2.93","7.65","0.39","2.93","7.65","0.39","3.87","26.85","0.38","155.11","60.9","18.78","5.08",,,,,,,,,,,,,,"01/19/2026","01/19/2026","United States, Canada","ES_1149513_NECS-ACW-11.5-1-US-####_01292026140811_8788415"
"2353004","Nuvve Corporation","NUVVE POWERPORT","PowerPort Neo","EVSE-B-P1-H1",,,"Level 1/Level 2 Dual Input","80","240","19.2","1","20","2",,,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet","3.11","3.6","0.96","3.17","3.6","0.97","3.2","10","0.94","15.08",,"14.41","5.69","3.37","3.6","0.72","3.42","3.6","0.72","3.46","35.6","0.72","-266.79","-41.36","-14.76","6.37","01/08/2020","01/08/2020","United States, Canada","ES_1144133_EVSE-B-P1-H1_01082020102005_1010101"
"2404557","OpConnect, Inc","OpConnect","OC-IC3-32A-H","OC-IC3-32A-H","OC-SC3-32A-N",,"Level 2","32","240","7.68","1","25","10",,,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet","3.48","3.6","0.25","3.53","3.6","0.25","6.03","16.4","0.3","82.49","73.92","22.25","6.95",,,,,,,,,,,,,,"11/15/2022","11/15/2022","United States, Canada","ES_1142443_OC-IC3-32A-H_111120221950863_2315457"
"3436207","OpConnect, Inc","OpConnect Inc","IC80","IC80","SC80",,"Level 2","80","240","19.2","1","24","6",,,"No","No",,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet","3.53","3.6","0.26","3.52","3.6","0.27","7.98","35.6","0.36","200.11","33.07","13.1","7.12",,,,,,,,,,,,,,"04/11/2024","04/11/2024","United States, Canada","ES_1142443_IC80_040520241823943_1663518"
"4610054","OpConnect, Inc","OpConnect","HCS","HCS-40-N",,,"Level 2","32","240","7.68","1","25","10",,,"No",,,,,,,"None",,"Yes","Cellular","5.7","6","0.44","5.8","6","0.44","8.8","18.8","0.58","100.4","88.5","31","10.53",,,,,,,,,,,,,,"04/29/2026","04/29/2026","United States, Canada","ES_1142443_HCS-40-N_05052026050010_1010101"
"4510102","Orange Charger","Orange Charger","Orange EVSE","920160","Orange EVSE,920140",,"Level 2","48","240","11.52","1","25","8",,,"No",,,,,,,"None",,"Yes","Wi-Fi or Gigabit Ethernet,Cellular","3.4","5","0.44","3.3","5","0.44","6","24.2","0.62","155.47","63.06","21.43","7.08",,,,,,,,,,,,,,"09/17/2025","09/17/2025","United States","ES_1152532_920160_09232025014810_1010101"
"3543512","ORANGEQ SOLUTIONS CO.","MUSTART","MT-AABGST4NOP-48A23FT-AT","MT-AABGST4NOP-48A23FT-AT",,,"Level 2","48","240","11.52","1","23","8",,,"No",,,,,,,"Radio Frequency Identification (RFID)",,"No","None","1.74","5.5","0.34","1.75","5.5","0.33","2.13","24.7","0.32","37.2","28","22.5","21.7",,,,,,,,,,,,,,"06/17/2024","06/17/2024","United States, Canada","ES_1150519_MT-AABGST4NOP-48A23FT-AT_05312024102250_612146"
"3555271","ORANGEQ SOLUTIONS CO.","MUSTART","MT-16A/25A/32A/40A","MT-16A/25A/32A/40A","MT-AASJDT1N1450-40A25FT; MT-AASJDT1N1450-40A25FT-AT",,"Level 2","40","240","9.6","1","25","8",,,"No",,,,,,,,,"No","None","1.17","4","0.29","1.16","4","0.29","1.43","20","0.25","12.2","8.7","5.7","4.9",,,,,,,,,,,,,,"07/24/2024","07/24/2024","United States, Canada","ES_1150519_MT-16A/25A/32A/40A_06212024140738_1411249"
"2788121","Parassol IoT LLC dba Parasol Elite Power","Parasol Elite Power","UEVC1L-4810-RLW-PEP","UEVC1L-4810-RLW-PEP","UEVC1L-3210-RLW-PEP.; UEVC1L-4010-RLW-PEP",,"Level 2","48","240","11.52","1","15","8",,,"No",,,,,,,"Radio Frequency Identification (RFID)",,"Yes","Wi-Fi or Gigabit Ethernet","4.55","6.5","0.32","4.03","6.5","0.3","5.96","25.7","0.34","63.1","41.3","14","4.8",,,,,,,,,,,,,,"10/31/2023","10/31/2023","United States, Canada","ES_1149823_UEVC1L-4810-RLW-PEP_11172023222904_2681695"
"2453314","Pass & Seymour/Legrand","Legrand","L2EVSE48AC","L2EVSE48AC",,,"Level 2","48","240","11.52","1","25","7",,,"No",,,,,,,,,"No","None","0.83","4","0.16","0.9","4","0.17","1.48","23.2","0.18","80.6","66.4","37.6","23.9",,,,,,,,,,,,,,"04/14/2023","04/14/2023","United States, Canada","ES_21631_L2EVSE48AC_03212023172619_4950372"
"2538331","Pass & Seymour/Legrand","Legrand","L2EVSE40ACP1450","L2EVSE40ACP1450",,,"Level 2","40","240","9.6","1","18","6",,,"No",,,,,,,,,"No","None","0.96","2.6","0.17","1.01","2.6","0.18","1.26","18.6","0.16","111.1","84.8","47.4","26.3",,,,,,,,,,,,,,"06/26/2023","06/26/2023","United States, Canada","ES_21631_L2EVSE40ACP1450_06202023135844_2174493"
"2389562","PHIHONG TECHNOLOGY CO.,LTD.","PHIHONG","ELECTRIC","AXLU111001D","AXLU111001W",,"Level 2","48","240","11.52","1","18","7","10.77","295.2","No",,,"Wi-Fi","SAE J1772",,"No",,,"Yes","Wi-Fi or Gigabit Ethernet,Cellular","1.21","4.81","0.33","4.27","4.81","0.33","6.53","24","0.37","10","4","2","1",,,,,,,,,,,,,,"12/06/2021","12/06/2021","United States","ES_1145794_AXLU111001D_121520211800_1010101"
